1,2,4
município,UF,salas
SÃO PAULO,SP,330
RIO DE JANEIRO,RJ,218
BRASÍLIA *,DF,87
BELO HORIZONTE,MG,85
CURITIBA,PR,81
PORTO ALEGRE,RS,71
FORTALEZA,CE,68
MANAUS,AM,68
SALVADOR,BA,65
CAMPINAS,SP,57
RECIFE,PE,54
GOIÂNIA,GO,52
GUARULHOS,SP,36
RIBEIRÃO PRETO,SP,35
BELÉM,PA,34
SÃO LUÍS,MA,33
SOROCABA,SP,33
SÃO BERNARDO DO CAMPO,SP,31
LONDRINA,PR,30
CUIABA,MT,30
BARUERI,SP,27
JOÃO PESSOA,PB,26
NATAL,RN,26
NITERÓI,RJ,24
SÃO JOSÉ DO RIO PRETO,SP,24
MACEIÓ,AL,23
CAMPO GRANDE,MS,23
SANTOS,SP,22
SANTO ANDRÉ,SP,22
FLORIANOPOLIS,SC,21
OSASCO,SP,21
VILA VELHA,ES,21
SÃO JOSÉ DOS CAMPOS,SP,20
CONTAGEM,MG,19
TERESINA,PI,19
JUIZ DE FORA,MG,18
BLUMENAU,SC,18
BETIM,MG,16
APARECIDA DE GOIANIA,GO,15
BOA VISTA,RR,15
MACAPÁ,AP,15
UBERLÂNDIA,MG,15
BAURU,SP,14
LIMEIRA,SP,14
MARINGÁ,PR,14
VITÓRIA,ES,14
ARACAJU,SE,14
CANOAS,RS,14
JUNDIAÍ,SP,14
SÃO GONÇALO,RJ,14
UBERABA,MG,14
NOVA IGUAÇU,RJ,13
SÃO JOSÉ,SC,13
VOLTA REDONDA,RJ,12
PALMAS,TO,12
CAXIAS DO SUL,RS,12
JABOATÃO DOS GUARARAPES,PE,12
JOINVILLE,SC,11
COTIA,SP,11
DIADEMA,SP,11
TAUBATÉ,SP,11
CRICIUMA,SC,10
BALNEARIO CAMBORIU,SC,10
CAMPOS DOS GOYTACAZES,RJ,10
FOZ DO IGUAÇU,PR,10
ITAQUAQUECETUBA,SP,10
SERRA,ES,10
ANANINDEUA,PA,10
RIO GRANDE,RS,9
ANAPOLIS,GO,9
FEIRA DE SANTANA,BA,9
INDAIATUBA,SP,9
MARABÁ,PA,9
MONTES CLAROS,MG,9
PELOTAS,RS,9
PONTA GROSSA,PR,9
SANTA MARIA,RS,9
VITÓRIA DA CONQUISTA,BA,9
PAULISTA,PE,9
PETRÓPOLIS,RJ,8
RESENDE,RJ,8
ARAÇATUBA,SP,8
BOTUCATU,SP,8
CABO FRIO,RJ,8
CARUARU,PE,8
IMPERATRIZ,MA,8
MARÍLIA,SP,8
POÇOS DE CALDAS,MG,8
RIO VERDE,GO,8
SANTA BÁRBARA D'OESTE,SP,8
SOBRAL,CE,8
MAUÁ,SP,8
OLINDA,PE,8
ARARAQUARA,SP,7
BRAGANÇA PAULISTA,SP,7
CACHOEIRO DE ITAPEMIRIM,ES,7
CASCAVEL,PR,7
PARAUAPEBAS,PA,7
PICOS,PI,7
PORTO VELHO,RO,7
POUSO ALEGRE,MG,7
PRESIDENTE PRUDENTE,SP,7
SANTARÉM,PA,7
MOGI DAS CRUZES,SP,7
PIRACICABA,SP,7
SÃO CAETANO DO SUL,SP,7
BRUSQUE,SC,6
GUARUJA,SP,6
LINHARES,ES,6
NOVA FRIBURGO,RJ,6
ARAPIRACA,AL,6
DUQUE DE CAXIAS,RJ,6
JUAZEIRO DO NORTE,CE,6
PRAIA GRANDE,SP,6
RIO BRANCO,AC,6
SÃO JOÃO DE MERITI,RJ,6
SÃO JOSÉ DE RIBAMAR,MA,6
SÃO VICENTE,SP,6
VALPARAÍSO DE GOIÁS,GO,6
VÁRZEA GRANDE,MT,6
ITAPEVI,SP,5
ITATIBA,SP,5
LAGES,SC,5
PATO BRANCO,PR,5
SÃO CARLOS,SP,5
TEIXEIRA DE FREITAS,BA,5
CAMAÇARI,BA,5
CAMARAGIBE,PE,5
CAMPINA GRANDE,PB,5
CARAPICUÍBA,SP,5
CARIACICA,ES,5
DIVINOPOLIS,MG,5
GRAVATAI,RS,5
GUARATINGUETA,SP,5
HORTOLÂNDIA,SP,5
ITABORAÍ,RJ,5
ITAPETININGA,SP,5
